pose,frame,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16
Bhujangasana,frame_0010.jpg,376.82748,209.93243,376.6341,206.59348,373.86618,206.21178,368.0343,208.59273,362.36685,208.26466,351.4415,228.94164,357.84497,230.26064,348.3584,265.33636,343.7438,271.24646,348.46982,292.05243,344.4456,298.12265,312.2703,274.20285,314.1086,271.37,266.87122,280.5697,269.65826,287.67715,212.55917,270.55505,214.41261,277.31787
Bhujangasana,frame_0011.jpg,370.02792,206.97096,369.3061,203.23721,366.99545,202.98808,360.159,204.82767,355.36676,204.61978,344.76932,225.43155,353.6441,228.3274,347.55652,263.5479,345.3187,272.96594,348.64148,291.69638,344.9188,299.99423,312.14478,273.93228,315.3154,272.14832,268.40436,280.1098,270.964,288.7699,215.44005,267.81488,217.32227,275.77698
Bhujangasana,frame_0012.jpg,367.302,203.5071,365.73016,199.38461,364.39972,199.74495,355.60242,201.60318,351.65875,202.45242,342.44604,224.90189,350.4852,227.24855,346.55933,261.2127,348.29645,268.80875,348.17075,292.81815,349.28687,296.18994,311.52383,272.08002,314.95978,269.13962,261.17792,279.88138,264.20016,286.60245,210.04315,276.05402,212.28326,282.71088
Bhujangasana,frame_0013.jpg,365.90112,202.85942,364.10187,198.83827,362.82544,199.18732,354.046,201.32768,349.88745,202.25244,342.00192,224.73257,349.2128,227.28976,346.85852,260.60147,347.6791,268.8945,347.86084,292.8029,348.79434,296.46948,312.23248,271.8896,315.1775,268.89615,261.9768,280.47058,264.49805,286.71417,208.60106,277.2419,210.64767,283.03882
Bhujangasana,frame_0014.jpg,364.62747,201.81561,362.85883,197.8671,361.51776,198.19968,352.96127,200.71663,348.72183,201.65025,341.38208,224.79602,348.02417,227.32748,346.56256,260.9577,347.0401,269.22137,347.99725,294.3645,349.01532,298.2318,312.19022,271.96603,314.83185,269.04904,262.64337,280.9123,265.11975,287.15765,209.38033,277.23022,211.77296,283.12335
Padmasana,frame_0000.jpg,342.61465,218.33359,346.50687,214.5133,338.51413,214.54681,352.9707,215.12387,332.38617,215.15471,361.21265,232.51328,324.90625,231.8854,370.16968,260.03244,314.8162,257.59677,365.67282,284.8289,316.6642,282.5965,353.24658,270.3043,329.85858,269.60437,349.75458,278.45822,322.84317,277.4892,341.91055,306.17188,323.88147,305.27234
Padmasana,frame_0001.jpg,343.12613,218.46152,347.0857,214.83289,339.39923,214.72928,353.5199,215.78516,333.82904,215.60207,360.89853,233.42203,326.57034,232.90442,368.41428,261.25275,319.81488,258.9417,365.02362,286.77747,321.60846,282.89542,351.73413,269.71915,329.57498,269.2114,349.6392,281.96478,324.17752,281.3482,345.13678,302.58807,325.91418,301.8854
Padmasana,frame_0002.jpg,344.845,215.12955,348.70462,211.78505,341.28854,211.49481,354.2062,213.60541,335.1513,212.91144,360.04016,232.32147,326.06506,231.61252,366.4693,259.6931,319.3282,257.74463,362.3991,285.6836,320.93497,283.03024,349.93127,271.3059,327.3266,270.90408,350.65195,291.01852,322.65408,290.65372,347.6683,307.7437,322.2606,307.4881
Padmasana,frame_0003.jpg,344.06326,213.21005,348.01163,210.60583,340.30942,209.80876,353.94333,212.43251,334.1615,210.91504,360.05167,232.67194,326.93958,231.33212,367.11694,262.74908,318.3755,261.18002,367.32727,289.9193,323.76456,285.00412,350.30997,271.9172,329.86377,270.7158,347.7625,305.35788,330.08572,303.20648,331.00323,310.46033,323.85083,308.66266
Padmasana,frame_0004.jpg,344.0704,210.20717,347.59528,206.49336,339.62454,206.74086,353.00085,209.54736,332.95328,209.91461,360.83856,231.18912,325.45117,230.97864,369.37894,259.01685,316.38742,257.60065,371.86377,284.13852,316.97836,281.28738,353.9088,270.67352,331.28568,270.2552,349.13297,294.94565,325.26758,294.38092,340.499,314.763,323.24246,314.4613
Padmasana,frame_0005.jpg,342.46597,210.4739,346.1863,207.3496,338.23788,207.14963,351.70844,209.50496,331.24866,208.99445,360.45248,228.57741,324.0448,229.63387,374.19397,252.32791,311.84738,254.78137,377.6827,272.48404,311.57523,265.4807,355.1845,272.51968,332.2572,272.62744,354.80432,273.79138,327.09216,273.87952,339.12927,308.5677,322.4648,308.97827
Padmasana,frame_0006.jpg,342.9121,212.71901,347.4536,209.49231,339.54584,210.00507,353.70886,211.40816,333.35666,211.29141,358.5674,227.8504,328.10287,230.30824,375.8805,248.78168,314.47305,249.30334,380.1167,270.1573,312.26303,255.39142,357.41913,265.46393,337.8532,267.95944,349.3565,254.55905,323.3344,267.10828,343.21918,286.1705,325.59717,306.49207
Padmasana,frame_0007.jpg,343.04428,214.57062,347.92365,210.53177,339.8493,211.24437,354.53998,211.1514,334.32724,211.04855,364.18402,227.62079,323.09192,228.67422,382.81448,247.58759,307.42303,245.7203,391.8246,268.83078,318.41022,251.90189,363.60898,273.3466,336.9424,275.43073,359.5735,241.47112,320.03397,247.1485,370.92804,277.7209,340.31253,284.08524
Padmasana,frame_0008.jpg,348.05585,215.71513,351.93402,212.20528,344.52798,212.04315,356.91138,212.35141,337.31232,211.27127,366.18884,226.08762,324.6994,228.3014,384.97467,241.14699,313.15634,249.74384,389.0506,255.17877,326.43027,266.35153,359.83173,268.05228,332.4327,269.652,367.47086,254.41495,326.88614,255.94165,362.807,283.58002,330.83807,284.29364
Padmasana,frame_0009.jpg,348.23425,207.36343,351.656,203.78247,343.67963,203.92032,356.7093,204.88661,336.0199,205.51471,361.5259,224.60199,328.34778,227.32059,377.61072,250.81519,315.9116,257.11728,389.74185,273.49628,316.05994,277.56696,360.41287,269.95557,338.62863,273.0296,378.20352,290.2231,351.47617,294.66702,374.57,299.31168,352.40894,304.06522
Padmasana,frame_0010.jpg,344.78027,206.35168,349.0462,202.498,340.3533,202.72008,355.3519,204.5179,333.57925,204.86034,361.02502,225.7851,325.47354,230.43704,378.5443,255.18634,317.16397,265.5802,391.2854,280.9882,314.93326,288.71283,361.27954,275.16495,337.96207,279.31787,383.7994,292.78873,353.61658,296.4737,387.03125,302.62274,362.21503,304.34375
Padmasana,frame_0011.jpg,344.9412,203.91168,348.6022,199.9657,340.62643,200.2219,353.481,202.46973,333.501,203.22873,360.26556,224.44952,324.291,227.17244,374.905,250.09137,316.85608,256.1818,389.3961,276.95972,312.64194,281.56198,357.69852,271.36478,333.58524,273.5222,380.0008,292.63904,345.24948,294.57083,383.0452,304.2567,343.00793,306.47882
Padmasana,frame_0012.jpg,344.66946,203.41269,348.1226,199.66232,340.36874,199.82828,352.76746,201.75397,333.5786,202.2661,360.09836,222.89099,325.23767,224.95212,374.011,248.36954,318.66428,252.7825,384.98547,274.25464,317.0756,276.69687,358.30746,270.7695,334.6367,272.59674,382.34357,295.8464,347.81345,297.40134,381.5341,310.2296,341.30438,311.843
Padmasana,frame_0013.jpg,343.67978,203.3363,347.23672,199.5727,339.4066,199.75269,352.00525,201.44017,332.70956,202.07874,359.37225,221.93536,324.29877,224.61491,374.10858,246.37567,318.17007,252.68399,386.39572,269.72937,318.2393,274.94934,357.35617,269.58783,334.2752,271.7687,381.362,285.79996,351.82178,287.662,378.0309,303.1539,347.66916,305.06192
Padmasana,frame_0014.jpg,343.73315,202.59174,347.48212,198.79681,339.44705,198.94301,352.55426,200.65683,332.74445,201.21481,359.31702,221.68694,324.28635,224.17345,373.6472,246.45868,316.8219,253.28406,386.4467,268.086,318.81506,276.67227,356.59525,271.84726,334.4428,273.99948,381.15942,281.1032,357.96777,282.77396,376.74716,304.19177,359.04196,305.71112
Shavasana,frame_0000.jpg,276.08868,214.0814,280.22308,210.14262,272.25146,210.0055,289.8046,210.87064,270.43723,211.04007,295.23596,233.87614,280.18567,229.20122,288.59244,266.32013,259.8527,251.27127,257.88116,278.9917,241.6773,254.63608,283.21484,283.5011,272.36874,276.8189,235.41124,278.93695,226.92413,276.08615,201.45883,287.2513,200.21501,283.02417
Shavasana,frame_0001.jpg,278.4981,214.48334,282.7509,210.61464,275.08737,210.04584,293.2806,211.95534,274.6303,211.11752,298.2352,235.28793,283.74423,229.68352,287.98724,265.57025,262.01297,250.99579,257.722,275.4576,241.67401,253.3212,286.01923,282.23602,275.0095,275.41373,241.52405,277.77667,234.01572,274.457,206.36064,286.6891,204.33424,282.88422
Shavasana,frame_0002.jpg,274.57217,215.4399,277.8103,211.95294,274.33575,210.96466,290.11154,213.33447,281.42273,211.39777,300.31195,236.517,291.11713,229.67227,294.56857,267.91513,270.3093,253.86163,263.55487,276.75443,256.2604,257.4432,285.19272,285.16043,278.28363,276.76746,237.14047,276.5544,233.10931,271.53333,197.35513,285.5245,198.54752,279.73984
Shavasana,frame_0003.jpg,286.7174,215.70325,289.6845,212.30931,287.65594,211.34631,301.1098,214.87195,297.03854,212.7034,308.37775,240.50923,306.0029,233.10336,304.6147,272.4606,283.52466,259.83582,276.35324,286.49622,267.97733,273.49545,284.44788,288.75058,282.68723,279.7245,231.07118,272.49927,230.68915,269.6135,192.4597,284.02722,194.19318,281.9533
Shavasana,frame_0004.jpg,314.01434,216.11162,317.74854,213.78712,313.97247,212.547,326.27478,219.58517,317.56445,216.95508,328.56964,242.52725,319.57678,239.27643,335.1505,274.6893,307.19574,271.11658,315.32883,294.83542,297.31598,294.45602,288.11105,288.15146,282.4877,281.27155,241.49608,258.84427,236.17575,259.37906,198.84741,274.99295,203.03891,276.80338
Shavasana,frame_0005.jpg,343.68686,230.34727,345.78015,228.92317,345.4975,228.08084,349.73334,235.85562,351.36023,233.43588,349.0756,254.41473,346.44714,250.75775,353.1916,282.9168,335.7065,280.02255,331.90445,296.25717,323.7474,291.19208,296.94702,280.07693,296.18207,273.0199,254.3307,255.45413,254.47726,257.65982,216.47415,272.86285,219.87317,280.02582
Shavasana,frame_0006.jpg,372.05847,242.35019,374.98532,241.94208,372.94034,240.04626,375.01004,249.46832,371.57324,244.52695,364.57843,267.703,357.49207,257.11374,352.04434,295.00943,333.44507,278.68216,326.26938,299.1708,325.17065,285.05582,296.45084,279.352,292.54022,268.37332,244.1983,281.1308,244.05902,276.64407,200.80536,284.99744,203.70569,284.1674
Shavasana,frame_0007.jpg,388.4353,262.75894,393.9706,262.97205,390.56976,258.1892,394.12814,268.14346,385.8659,256.11432,372.8618,281.80972,363.10974,262.8935,345.75452,301.6632,324.1821,273.55664,325.52744,296.50262,318.02298,278.52985,300.65173,286.72263,294.50977,272.84247,250.10135,289.7178,244.10074,278.55753,208.05235,286.97827,207.97728,279.00427
Shavasana,frame_0008.jpg,386.93845,274.0618,392.7048,274.73853,389.6269,269.42474,393.01422,279.0326,386.0925,265.72522,369.97012,287.5556,365.7313,269.5909,340.1858,297.53537,327.2212,278.6149,315.05936,298.46478,312.26797,294.31403,300.53156,284.44,296.6318,270.57327,255.52448,287.53,248.87747,277.58264,206.22394,284.43637,207.87646,281.7256
Shavasana,frame_0009.jpg,389.70447,276.43713,394.92004,276.7584,392.54346,272.1364,393.36945,280.04944,388.53287,268.052,369.57108,286.9332,367.2881,271.0831,340.0595,296.55756,330.80472,280.9153,315.6424,297.8705,316.38876,296.84753,299.48267,283.28366,296.77936,270.28625,251.41837,286.84204,245.62637,277.79068,207.81175,282.88248,208.98926,280.4765
Shavasana,frame_0010.jpg,389.7788,277.43317,395.52222,277.85696,393.16644,272.7678,394.9552,280.24078,388.58966,266.89044,371.7568,287.29126,362.56894,271.39062,344.83856,299.64154,326.31107,281.42276,316.63965,300.25076,310.63617,291.1585,295.67783,290.02478,289.69235,276.82227,245.88242,291.30072,237.93225,280.05234,204.35793,282.50128,207.54414,275.95563
Shavasana,frame_0011.jpg,389.46014,277.7026,395.4105,278.31158,392.73346,272.8701,395.4348,280.647,387.97577,266.61456,372.27078,287.4901,362.83792,270.8027,345.45392,299.47543,326.75772,280.30264,318.25613,300.23352,312.27454,290.33258,297.8656,289.23917,291.70886,275.76816,249.01306,292.06964,240.68924,280.41183,205.13618,281.89587,208.28633,274.83667
Shavasana,frame_0012.jpg,389.11438,278.18112,394.83957,278.4241,392.37592,273.56845,394.7554,280.21234,388.01752,267.42667,371.7926,286.9088,362.6035,271.2404,344.57858,299.48602,326.36234,280.81784,316.45538,299.8029,310.41562,289.51712,295.64047,288.80536,289.73312,275.75586,246.16733,290.09225,238.8338,279.18048,205.69537,281.61,208.68083,275.28955
Shavasana,frame_0013.jpg,389.03128,278.32184,394.5573,278.5883,392.48618,273.69272,394.10077,280.27063,388.43677,267.37506,371.79355,287.01556,362.66293,271.04935,344.88998,300.20706,325.23367,280.8243,316.03345,300.1824,309.2285,289.83163,296.24622,289.52518,290.46246,276.32898,245.82625,291.04675,238.66925,279.95105,205.60068,282.76996,208.31404,276.1419
Shavasana,frame_0014.jpg,389.29108,278.10437,395.27313,278.61902,392.737,273.22354,395.07043,280.79883,388.07767,266.76785,371.584,287.6269,361.57626,270.54538,344.6919,300.06726,324.09683,279.7768,316.09143,300.03046,308.8113,289.03223,294.58185,289.98236,288.03214,276.2852,246.00533,293.86166,237.73349,281.96216,203.65395,283.64853,206.67485,276.33804
Tadasana,frame_0000.jpg,350.80627,111.99315,354.3491,108.71929,346.51782,107.97113,356.65964,111.644,336.01587,109.77868,358.1131,138.06052,323.558,136.57959,360.52277,168.88301,307.54288,168.45287,364.8001,194.98425,305.92096,198.42737,352.32922,202.81506,329.89813,202.62003,349.79565,248.27374,325.54736,250.13632,336.67014,285.17792,315.5319,291.95694
Tadasana,frame_0001.jpg,351.94098,112.64212,355.97388,108.63138,347.64023,108.58777,361.0416,111.53189,339.75418,111.0795,369.27045,137.89471,327.42957,138.9788,376.23523,167.73634,316.07388,171.49599,377.05777,196.62433,326.01895,198.98376,364.5481,204.72038,335.8841,205.57529,370.84656,250.72577,328.21082,250.9443,371.05246,291.52057,321.2037,291.3218
Tadasana,frame_0002.jpg,369.88153,110.951515,374.19098,107.25262,365.56122,107.17505,380.07367,109.87581,358.5722,109.73085,387.4627,137.38931,348.16376,137.12514,395.22418,169.91061,335.72482,169.7571,394.88925,198.06097,337.37195,199.6258,377.7568,203.24953,352.67767,202.71712,375.4487,250.30142,349.90622,248.42444,373.50687,292.13855,350.04404,290.30157
Tadasana,frame_0003.jpg,372.51166,111.780594,377.20996,108.23959,368.4257,107.71354,383.09573,111.236145,360.84634,109.76098,390.24353,137.36827,349.98392,137.2161,398.59714,167.17834,335.1525,168.42929,399.25507,195.49463,332.13687,196.18518,381.33527,203.02336,355.7943,202.67036,376.87207,250.2691,353.5549,248.59006,371.76233,292.679,355.03903,290.71286
Tadasana,frame_0004.jpg,367.19482,112.260605,371.23114,108.45204,362.7072,108.221725,375.50366,111.226685,354.4441,110.611374,384.7647,136.57782,340.84183,136.12001,399.76764,159.01941,322.9334,160.34131,406.38104,176.4321,332.77203,177.39673,379.34436,202.40802,351.45093,202.47783,375.9051,250.76477,351.8348,250.24677,372.37384,292.60593,353.94278,291.22702
Tadasana,frame_0005.jpg,367.16486,114.05804,370.7819,110.07808,362.77756,109.90136,375.69568,113.11221,354.95346,111.74747,387.60406,137.77194,341.4788,131.6788,403.91962,152.23703,326.65396,140.44246,386.31458,130.87679,353.64914,128.26047,380.21747,203.06073,349.85748,201.12881,376.7877,250.75476,351.2997,249.86874,376.49957,294.0208,356.02884,290.89728
Tadasana,frame_0006.jpg,369.9339,113.359375,373.76575,109.47583,365.6152,109.54925,378.79868,111.6001,358.344,111.68099,386.97394,138.47418,347.24112,138.18404,394.4006,170.36475,336.99478,169.56476,389.46646,194.00742,352.7122,192.44908,380.06415,202.94684,354.66083,202.93777,377.32794,250.5846,353.86053,250.06116,374.9887,293.8863,355.04514,292.63693
Tadasana,frame_0007.jpg,371.56317,112.936035,375.44174,109.10511,367.5877,108.871155,380.41626,112.176544,360.07788,110.87038,391.37643,138.1112,346.51697,136.61613,401.16846,167.03369,334.95215,164.757,384.0678,184.9119,357.20822,180.5002,383.6002,202.74232,354.47516,202.34425,378.5646,250.81381,353.19836,250.87738,374.395,294.4676,356.3059,292.39594
Tadasana,frame_0008.jpg,370.09485,113.96417,374.27374,110.42755,366.26318,110.01768,380.11252,113.096176,359.40994,111.37491,392.2028,135.3087,346.60037,131.84094,406.60007,144.95428,334.48572,138.21063,385.30023,146.98267,358.7656,142.6676,383.37296,202.54471,353.61414,201.01303,379.04062,251.0339,353.21463,249.81909,377.07126,294.75916,358.42014,290.81403
Tadasana,frame_0009.jpg,367.77325,112.91632,371.1295,109.77505,363.70312,110.30838,376.77298,113.749084,358.6627,114.45351,390.0613,132.47153,349.90793,131.24307,403.95178,117.59064,340.51212,112.69092,383.93466,98.30563,362.5057,94.1897,382.68753,202.24088,355.79117,201.29863,378.01352,249.29987,354.77713,248.43658,375.83826,294.3902,357.02768,290.1481
Tadasana,frame_0010.jpg,370.30533,112.08778,374.5025,108.62657,365.37878,109.08766,380.50613,110.46936,358.32828,111.64372,388.38477,127.84149,352.04657,128.8046,398.296,102.42019,346.97214,101.05162,388.72934,73.45897,358.5479,72.99275,381.03943,201.68349,356.5441,201.48387,377.97275,249.79517,354.2321,248.11896,375.88522,294.32382,356.93463,291.17474
Tadasana,frame_0011.jpg,372.46906,111.32917,377.20013,108.07683,367.73364,108.0692,383.54395,110.061646,360.76028,110.216,388.94708,126.0069,354.1714,127.36334,395.5353,95.06185,348.1045,97.94436,387.9049,62.53984,355.49295,67.734375,380.9241,201.133,357.26126,200.86476,377.68658,250.6485,354.23486,247.71973,375.52158,296.0088,357.72272,291.32974
Tadasana,frame_0012.jpg,374.00156,109.04798,378.48615,105.13166,369.10022,105.29695,384.8709,106.274796,361.872,106.965,389.23083,123.35922,354.78363,125.121506,395.75555,90.20036,346.40106,96.53984,386.11862,55.199028,359.59735,61.75276,378.831,201.33737,355.16177,201.39912,378.25824,250.75629,352.4099,248.24335,375.44186,292.93182,353.59326,287.11926
Tadasana,frame_0013.jpg,375.10556,105.511734,379.37195,101.31531,370.35043,101.48477,384.79108,101.60037,362.74765,101.939545,387.0838,119.40108,356.7802,119.97479,390.07227,86.63053,351.1254,88.189835,383.3515,50.606422,363.6139,50.50123,379.64648,198.81497,358.2764,198.7378,378.47836,248.32858,353.35388,245.47034,378.70776,291.67773,354.35513,285.87515
Tadasana,frame_0014.jpg,379.0584,99.91434,383.00427,96.30297,374.11038,96.429214,387.6391,98.0852,365.90723,98.44644,390.68448,116.18736,359.57852,116.90967,393.02118,84.74446,353.59714,87.38367,384.8941,47.416603,365.56448,50.33133,383.73166,197.48169,361.437,197.23776,382.51212,248.54926,354.87372,245.18396,380.6916,294.02332,352.89194,287.55737
Trikonasana,frame_0000.jpg,342.70282,124.85486,345.55963,118.99161,337.28152,121.74402,354.46884,116.596924,333.76154,123.910126,374.1055,136.85272,335.00046,150.3075,402.5457,158.74147,327.96838,186.75613,423.31772,181.98895,320.9443,215.28201,382.94803,203.61913,355.03848,209.46645,398.71866,247.47107,344.2678,254.52383,413.0682,287.38007,332.76538,292.9868
Trikonasana,frame_0001.jpg,342.5756,136.95021,345.1747,130.36353,337.47327,133.75781,356.84985,125.678314,336.96118,135.00342,380.69873,140.1948,343.72382,159.50601,413.54065,147.5799,337.05255,196.42601,443.08392,160.66464,326.19397,227.96155,393.05325,206.6087,366.01825,213.33395,403.4765,249.21039,347.07657,253.29874,415.64044,292.3295,332.7874,291.8722
Trikonasana,frame_0002.jpg,318.8369,166.7973,318.8061,160.66872,314.32617,164.22235,327.2772,153.21378,316.06918,163.8446,351.9076,152.85835,326.69424,183.07306,377.29703,131.94131,326.34503,220.82445,400.1849,113.33986,322.97433,255.91852,388.28015,207.12787,366.92862,218.84143,400.73712,249.40582,346.72467,255.44312,414.06427,292.91776,329.37796,290.26685
Trikonasana,frame_0003.jpg,314.7072,189.78914,315.10233,184.2339,310.50192,188.01334,324.14276,175.67105,311.335,187.06366,341.33267,162.90298,324.52216,201.17535,339.69983,126.218506,331.8845,237.09512,342.15717,99.12167,332.19174,271.99384,388.3432,203.29175,368.94852,218.26082,401.7985,246.06967,341.5993,252.3086,420.42853,291.16458,329.62143,287.83713
Trikonasana,frame_0004.jpg,313.77875,198.37904,314.10474,193.57208,310.57568,196.11905,322.23212,182.81686,311.55444,191.14767,338.92065,165.53424,322.13205,200.87314,325.93356,133.32472,331.76953,239.51488,307.4091,110.64846,331.4716,285.16702,387.9369,203.00186,367.79507,216.75246,399.98315,247.25626,338.88446,251.83182,417.23648,290.32745,330.46063,286.79974
Trikonasana,frame_0005.jpg,313.64676,198.57007,313.89563,193.66008,310.2354,196.26266,321.90726,183.14285,311.20346,191.57397,338.2819,166.59174,323.21762,201.38632,325.06528,134.27872,331.899,239.51201,304.30222,109.94655,329.3347,288.88977,388.62503,203.03995,369.51822,216.64815,399.56653,246.80447,339.70026,251.9635,417.61707,290.44995,330.24783,287.8852
Trikonasana,frame_0006.jpg,312.85446,199.4686,313.1808,195.15163,309.71518,196.93196,321.4626,184.66936,311.1566,190.73529,337.75256,169.64154,323.56918,193.65231,326.3714,134.61035,326.81955,213.8345,304.16077,106.820335,318.95105,259.9933,386.51987,205.10959,368.24185,214.18704,397.76434,249.25589,339.07697,250.37778,419.21664,290.2059,330.2369,285.69934
Trikonasana,frame_0007.jpg,312.28296,199.1557,312.8437,194.21565,308.51566,196.5011,321.8083,184.08232,309.64673,191.64806,338.74774,169.43904,323.7206,200.28168,328.103,136.21152,331.62546,234.28952,305.02228,106.59198,325.34164,288.54605,389.2334,204.1387,370.27014,215.87358,400.17972,248.57343,340.27213,251.80225,419.2516,290.04663,330.26474,286.6818
Trikonasana,frame_0008.jpg,307.30997,202.55219,306.87027,198.49883,305.5562,200.09012,316.77228,187.4256,311.84128,192.53616,337.4167,174.61014,326.98056,187.94783,330.15753,143.97687,324.70776,189.59373,305.9624,107.01424,316.1442,207.68686,387.21912,204.99316,371.7466,209.63847,399.16608,250.9685,342.9242,249.36948,421.29282,289.8699,329.42178,284.62766
Trikonasana,frame_0009.jpg,307.28305,199.98499,307.24362,195.34106,304.15936,197.56581,316.77335,184.59023,307.5895,191.9731,335.98245,170.81187,322.17828,196.40488,327.79318,136.10321,324.55286,221.2334,307.85425,102.895035,318.57098,271.89825,386.6292,206.11104,368.90335,215.70111,399.50436,250.40607,341.23395,251.854,420.17465,290.00494,329.11517,285.5755
Trikonasana,frame_0010.jpg,308.51993,198.78632,308.58667,195.40149,306.30463,196.2716,316.85504,185.3788,309.97314,188.31462,333.38373,174.18536,324.85565,178.15749,325.708,141.96054,321.39923,153.33954,304.86807,104.63117,312.81937,134.84174,382.939,205.56805,368.61075,207.3718,397.2022,250.17429,343.34393,248.31897,421.50327,287.51746,331.41498,283.5158
Trikonasana,frame_0011.jpg,309.0676,199.09047,309.27274,195.07982,306.15213,196.45633,318.01047,184.92966,308.72397,189.84811,335.09665,171.98132,322.89316,189.23778,326.17462,137.37401,323.47476,199.17456,304.27112,102.06007,316.53696,234.52107,385.65063,205.29321,368.8048,211.78772,398.48334,250.69855,341.46207,250.60025,420.8545,288.9985,330.0621,285.07193
Trikonasana,frame_0012.jpg,309.35797,197.69302,309.53265,194.33347,306.7463,194.96056,317.50116,185.35687,309.55377,187.24817,333.18658,178.72234,325.92126,174.80156,325.8016,160.79994,321.08752,143.6406,304.97784,133.74701,312.0045,118.97676,383.9996,205.03566,370.60956,204.42743,396.7918,250.81439,344.76718,249.18295,423.1748,286.4743,332.60715,283.95172
Trikonasana,frame_0013.jpg,313.13217,196.79077,312.89886,191.38367,308.99164,194.95273,320.45935,180.29723,309.45874,191.33365,338.24197,162.63237,322.65475,202.21654,328.31192,124.37491,333.0029,239.37624,310.70364,97.931145,329.91473,280.5854,389.51004,202.74968,369.7325,218.06845,404.71606,249.78851,341.66348,255.55038,425.19196,292.90735,330.99466,288.81177
