left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle,left_hip_angle,right_hip_angle,shoulder_angle,hip_angle,pose,frame
178.02510301072596,170.28298132844927,158.89226260395017,145.83974217112495,131.96597091908563,151.71960553799923,66.89645077972317,160.5395359873941,Bhujangasana,frame_0011.jpg
176.45580990041532,174.9137537271089,166.911253727108,156.7285063371424,132.0504725789332,149.28412273370148,65.97334577993105,170.85545439017784,Bhujangasana,frame_0012.jpg
174.0719676214467,175.57282482553774,166.84880754573436,156.72475838199117,131.95313727599975,148.65501065188423,70.24178605126076,174.7514702552528,Bhujangasana,frame_0013.jpg
174.30646032544135,174.75933316496838,165.81027683122986,155.6601454727541,131.9870587955695,148.5197673887228,72.35842548472799,176.340589567037,Bhujangasana,frame_0014.jpg
151.69186366302822,154.34554282961548,172.62002279065823,136.19914959376155,168.71974324315784,130.85949615771366,81.52933853221593,99.19406418130269,Padmasana,frame_0000.jpg
157.3208590865393,161.17298533739432,177.39251497203688,151.1908702938523,175.53788441425942,151.2935780282831,84.40532360516457,96.04345363222578,Padmasana,frame_0001.jpg
157.88136062342204,161.90794959633917,167.7914903536136,168.02824148736283,163.36928237282305,164.85030444875332,86.96562420368744,92.85735339710524,Padmasana,frame_0002.jpg
167.22413718458574,151.2446223746954,111.289461506779,130.79792229333552,170.41576012324313,176.1450425656929,83.43654569354597,97.60913065964152,Padmasana,frame_0003.jpg
168.58751203012446,159.76917856599397,167.58976227794383,171.75240232794732,178.82296133820665,157.54409058509913,81.20975068688435,99.50878995310237,Padmasana,frame_0004.jpg
159.76708578827206,155.5820581345971,172.38129810870097,111.13692629143027,170.1919739148273,92.81239745178318,80.84805008802645,100.54477161503354,Padmasana,frame_0005.jpg
151.61406415039207,164.29018394161912,47.464941519198256,83.35661676324763,38.22632132956179,72.12625597790553,80.09392354444233,97.25016843179735,Padmasana,frame_0006.jpg
159.96676008073476,76.7734217424346,10.176812640346933,2.105810255794431,7.935843632603363,14.372298688709874,74.96786010216195,102.03176814433895,Padmasana,frame_0007.jpg
144.9143108639713,113.07109964576684,20.17055284453488,14.090708042931167,20.641858720942736,11.432964594519316,82.46130756811787,97.25148721994289,Padmasana,frame_0008.jpg
176.60647738361394,156.9303017258869,116.93262099504628,154.96768274752395,137.31781536093348,161.9756434135996,82.00832892493305,94.64387537405209,Padmasana,frame_0009.jpg
175.49101996284915,172.20486637432853,146.23891612757706,174.84757864371971,128.3416381519505,151.95175868057544,83.1229716722943,94.23319244389242,Padmasana,frame_0010.jpg
178.61673328335596,175.05228124489855,148.33272246129215,140.3461144093588,130.51667533557148,162.345475144915,82.98967436347668,96.22614691156656,Padmasana,frame_0011.jpg
174.33853844933273,170.51128387279886,132.9928725464637,127.75998061891497,134.0718602563108,163.18143129345503,82.22400429809569,96.74552098734362,Padmasana,frame_0012.jpg
176.66236159584906,167.50499392518677,113.16698645010274,118.74660375343063,121.61016033181387,144.11560639093562,82.42278044112822,96.54829968691685,Padmasana,frame_0013.jpg
179.4309771825517,160.74723456052843,99.82787117025286,113.13611084543126,107.54083314888521,121.97603362456698,82.53886700764558,95.97207970260358,Padmasana,frame_0014.jpg
123.99361493139672,143.14255010128184,160.786148509155,164.5147877928645,98.16308735447737,98.39878105309296,82.06670390502161,112.3143682769798,Shavasana,frame_0000.jpg
126.78823240908987,142.0801692821966,160.0543334910776,162.81264820586333,98.86190920270107,99.47662037088259,79.66949815514269,110.97127130008796,Shavasana,frame_0001.jpg
116.27423182460552,145.00441897903858,157.1405294805299,160.03367209758994,97.11228958605027,98.63395168700863,68.57864454524024,125.29573378367553,Shavasana,frame_0002.jpg
123.12761399799282,171.3611272502698,146.4427032947991,150.3150634075718,99.44983992136501,105.56624587423349,44.34962016733021,142.3922744398132,Shavasana,frame_0003.jpg
123.90111146863251,178.30526145891503,127.10321850222135,126.96235109328343,99.40804637455764,106.14922601219288,111.57580198439466,99.2887080143366,Shavasana,frame_0004.jpg
113.85751001754488,153.19871177278537,125.2857769333959,126.90481377727707,123.77119092030648,135.89269255587598,101.8184344722166,107.70186669529036,Shavasana,frame_0005.jpg
123.82715267949688,175.7167048034719,176.85769121705815,179.12051554715433,172.2466766281416,179.84664745068238,113.95589727921919,80.22867768310593,Shavasana,frame_0006.jpg
129.46813867838833,156.3995158573282,172.8815183034614,174.24032506947074,179.49868065963116,178.21621528844295,109.02089442077391,74.38264949090808,Shavasana,frame_0007.jpg
163.59401829649622,146.7940948402541,172.48184513105795,177.4196502988701,173.50342263760925,172.46426877656148,102.46176612575925,75.10685398104098,Shavasana,frame_0008.jpg
165.01564665007822,147.22250731025565,170.577570978923,175.84670543274447,172.7851743439362,171.00642777525562,98.84376335984592,77.6031586445514,Shavasana,frame_0009.jpg
156.59165345995646,163.62158775494032,166.56766228862674,168.75118780837607,179.41005149267195,179.30839407525565,115.75809489035437,69.87489459231831,Shavasana,frame_0010.jpg
157.51517806259324,160.0477072849379,163.62951410369377,165.03684513693594,178.0306688478173,178.79271172082454,115.48481234328845,69.43117266297291,Shavasana,frame_0011.jpg
155.84108513018163,166.18970180103958,166.67304970750126,168.79801481673553,179.93661406264195,179.696649308132,116.8446533569158,69.19015149730826,Shavasana,frame_0012.jpg
153.83115661176686,165.26656807081054,166.6445801707118,168.8472053254104,179.8259241044973,179.81808312446918,115.58172080344049,70.51493724772004,Shavasana,frame_0013.jpg
155.10088608504213,162.64186767001937,161.87593403717756,163.29662106222708,177.186178628403,178.02321601746704,115.9025752898184,68.90645570282646,Shavasana,frame_0014.jpg
175.16363007519402,156.41945257061158,163.61132077605734,171.7637358084235,178.085874347207,169.28456774666313,82.0621696196019,95.9819564137617,Tadasana,frame_0000.jpg
168.49378856379641,140.85960473731217,172.4934535004358,179.75454360670187,168.16208765081774,163.16529797602672,84.24910460250778,95.52673453561196,Tadasana,frame_0001.jpg
165.89530579736333,155.9772920626378,179.849064816233,176.3415724078122,174.42495158594562,172.59336036397946,85.67808487663652,95.15293620227341,Tadasana,frame_0002.jpg
165.67668172778895,160.78532802905653,178.52644611093532,175.19013515322854,177.66972946946007,172.13517228780188,84.71058510788816,95.86468463081476,Tadasana,frame_0003.jpg
167.03292243841815,113.54297134919312,179.24402884964937,177.51577953321956,179.36116393552905,171.37700311038617,80.31941078234996,98.9400182867555,Tadasana,frame_0004.jpg
8.945129404088894,6.301321761931478,176.26838538345578,175.11973304737592,177.65833397409068,174.81578689263418,75.5956995508644,100.52014318549237,Tadasana,frame_0005.jpg
155.1024161985371,127.43517949796048,179.8048870485261,177.4332730314162,177.17006870799747,172.49039116517898,83.0449739376232,96.55710081007564,Tadasana,frame_0006.jpg
117.56932512008787,102.93352644531262,179.47600898352187,174.21258506457775,179.11937192962836,171.5894016282397,81.18754065244352,97.68666814006549,Tadasana,frame_0007.jpg
39.26035119315358,38.13645507964107,177.47320425763914,172.29435496239648,177.62400699262417,173.7412340166509,79.86163560912426,98.73617381709857,Tadasana,frame_0008.jpg
90.90437260327381,103.21076816633152,177.08978818136507,175.67922708472796,179.6390799204783,173.9672186308198,83.44721399678788,96.80681522187693,Tadasana,frame_0009.jpg
140.42047512830652,147.21961788834633,179.0369470776876,173.5701690926373,177.96641071664644,173.62074983253152,87.97716034464261,94.00796590990016,Tadasana,frame_0010.jpg
154.77708082452784,154.60454232092388,178.9916935162994,171.731660355587,177.645186811017,173.89716508449413,89.82652524276062,93.05666075202232,Tadasana,frame_0011.jpg
153.4741917929398,142.88041648975624,176.84362045759426,174.89450456708317,173.06739836622714,176.35397949568687,92.64460759858886,90.13455975280513,Tadasana,frame_0012.jpg
164.22160397731255,151.57902906710098,178.34533299965676,172.5674605360646,176.00117049283534,172.8987133780915,89.99632564219806,91.29517397203917,Tadasana,frame_0013.jpg
163.46699694337158,150.6483309473939,179.07544584282007,174.88305592289117,176.47960351868954,170.87995121502746,90.00485813315795,91.95222406009842,Tadasana,frame_0014.jpg
169.3646949382533,177.0869226715675,179.9960848238906,176.79452221862337,167.7640476991365,147.84408098175476,90.27467573816772,96.87914015474507,Trikonasana,frame_0000.jpg
168.7845953795556,171.24251884220624,177.9945211519592,174.9676247512232,176.7895590588811,132.14262211519778,95.07877415161605,98.52893167774883,Trikonasana,frame_0001.jpg
179.61813421605734,175.04369460529475,179.38816946868607,177.58074876053115,162.58651750701475,102.73862216511506,91.79301393114456,109.61349881389899,Trikonasana,frame_0002.jpg
172.26959760434445,168.92113571805086,175.01341026897833,159.85718257987614,148.12765994144848,72.26220258851458,87.32302902160566,121.30284326646158,Trikonasana,frame_0003.jpg
162.71389134533763,165.62188310004635,173.3973340751563,154.05097330493186,142.62123973977893,69.68152664297426,83.76393714395164,126.5039633434071,Trikonasana,frame_0004.jpg
161.77076732626105,164.19939816918858,171.5680915742846,154.56704620129432,139.94107640302974,68.06795742286108,84.83335327277747,126.29736801971491,Trikonasana,frame_0005.jpg
159.36536095058858,161.17700953270375,166.64141316140172,155.18686771663178,140.31798478082055,75.8227158864637,84.11613668829638,128.90266437662888,Trikonasana,frame_0006.jpg
159.83620084444058,160.3080216734742,169.1432079534632,156.1492653056039,138.34044195170503,68.65882068594316,82.5421660343585,129.731452549018,Trikonasana,frame_0007.jpg
160.1233779620216,151.23943947109848,164.93567829739328,164.99619409438534,135.95264080148627,79.89316393273911,77.8101614969798,137.43694604422296,Trikonasana,frame_0008.jpg
162.29420404103084,167.80328830628633,168.64327684074252,162.3389206159343,141.08273918462137,75.01092063208914,84.09813294612007,129.14630574008646,Trikonasana,frame_0009.jpg
164.22441838406348,163.04528930727184,164.67802251313051,167.0455721649637,140.07762434348064,92.05312337163184,58.70488314580681,139.0947541486422,Trikonasana,frame_0010.jpg
162.6472039836555,165.54547431753016,165.49227032951882,163.13532098670436,139.1640155449012,80.9943956328922,80.89106939271015,132.75863530402268,Trikonasana,frame_0011.jpg
164.8072926171243,168.6001631127623,159.11634374175338,169.27411644320017,132.98944738696537,93.53951759148903,5.188352012634784,149.05864353051447,Trikonasana,frame_0012.jpg
160.89181023091666,160.15298931215094,172.5125166783592,160.95563386837574,145.9574298380293,71.78092090552256,87.11605399034073,123.63100067598464,Trikonasana,frame_0013.jpg
164.02362888157637,165.61220137724067,169.4383895570895,160.49372867086697,141.024178005478,67.01603200252255,84.88888909552414,125.40695151073183,Trikonasana,frame_0014.jpg
156.2587435084742,142.04852779417453,171.50529456151725,154.64685877008978,174.28005186143014,160.46775493931844,84.14110884171258,97.7582384414235,Vrikshasana,frame_0000.jpg
153.15743389687805,147.55761107717507,178.68052174663026,159.9083541904755,163.38898666674748,171.6641272564031,87.84347666205987,97.23929735872655,Vrikshasana,frame_0001.jpg
157.20133953739392,177.34154371385847,163.82869549739402,127.44692453822655,176.83163994338202,154.4463577754585,91.33240621146446,97.11588880284376,Vrikshasana,frame_0002.jpg
148.79619162162743,162.43605647937014,170.5126642855134,176.26184004267876,164.65098214463708,168.54448045385894,88.52875246652226,94.35698413068297,Vrikshasana,frame_0003.jpg
178.23294684875958,164.06813651855964,171.81932488347323,173.52006114904356,162.32401246480296,167.85414525680773,91.89736552904564,92.48480749628706,Vrikshasana,frame_0004.jpg
177.7003410979461,159.35692436830422,167.7733904855352,168.6801008205697,154.67235234389662,151.70382616633964,93.13245854071295,87.59832400957532,Vrikshasana,frame_0005.jpg
175.2240050494044,157.99556819967705,177.66717622184973,144.9722861399838,155.35764445792404,176.8566380728058,94.89897091610274,90.11830876313633,Vrikshasana,frame_0006.jpg
172.43022410067928,123.69640796449212,176.20566993050727,151.71213526114832,161.09300283287624,174.50728650641796,89.68903937872469,94.4239399037363,Vrikshasana,frame_0007.jpg
152.9256930856753,105.28442156524923,168.1209013551829,107.87002891519235,173.41869674325216,147.50588388639878,92.37006733956764,96.98420471392609,Vrikshasana,frame_0008.jpg
77.19591122977143,80.81508012900396,168.95173661342298,127.50627209979888,171.5052256009601,163.97898248213616,94.5870776222362,95.75163755482072,Vrikshasana,frame_0009.jpg
54.68685254614814,70.6284966699386,158.13409289238146,102.20834178415339,178.65457051845414,142.28143159245943,87.8192348001023,100.68555530537162,Vrikshasana,frame_0010.jpg
59.364573489824316,76.4291391817681,155.42768747919462,92.27515261308612,179.94221622636658,135.58080008902868,87.36698627406508,101.14894213956201,Vrikshasana,frame_0011.jpg
61.02009247119832,71.5121289489138,161.23454768399145,97.25036448017644,177.92470204300938,136.8292541570944,94.02248622979087,97.91262134439458,Vrikshasana,frame_0012.jpg
59.02555343531798,77.22473063308384,158.33013512435622,93.00612573409197,178.6705312643502,137.10560856749794,89.24199230920281,100.12888466105392,Vrikshasana,frame_0013.jpg
57.57521916397713,82.85753050878633,161.75313609372347,105.07553326525043,174.56475590519003,148.00336255263002,90.12631734445415,98.45206524813882,Vrikshasana,frame_0014.jpg
163.7739097423928,132.7339812892741,89.23916993748294,96.56140374233097,129.47900884672956,124.18190423281325,20.965637610760034,171.30766282792985,Bhujangasana,frame_0000.jpg
162.5094046183731,144.53847795159626,100.86210363219463,104.71851461449096,139.58538872148037,135.21951373380753,56.907574208470415,84.87242526865971,Bhujangasana,frame_0001.jpg
141.76366330799652,138.65164539587514,152.31657379440995,151.4571627157036,175.85972401469752,174.4958227069046,8.973996800935955,138.9694892608259,Bhujangasana,frame_0002.jpg
131.47494676121718,130.32656511115312,168.10406919980707,164.27430250993785,161.76713190920944,171.98536068484017,45.38260441107761,115.45745184965118,Bhujangasana,frame_0003.jpg
120.4278555645421,118.75338077381218,173.12030220493315,169.03073959718145,159.0758852640314,168.41687375732224,89.63992237634834,93.60441851887882,Bhujangasana,frame_0004.jpg
90.364345142159,64.70657042262688,170.87202025573916,165.43529135336212,164.3661949634927,178.94753038671163,136.080313129855,76.36655992163848,Bhujangasana,frame_0005.jpg
71.67970266435722,51.9383268041812,171.31577682592444,166.83074934749365,170.40418165605146,176.55272875752445,155.01692818743533,76.9343393740222,Bhujangasana,frame_0006.jpg
68.35634425905913,73.10782833312203,167.90621342948964,165.11664748097022,167.43304118285977,176.91954010965804,140.69239242112454,62.87398454813344,Bhujangasana,frame_0007.jpg
110.92461120721431,90.12505030158897,156.69076060150954,154.9655886703122,175.75953089982193,168.40978919176953,160.37282952928794,45.83491114483907,Bhujangasana,frame_0008.jpg
101.17140264116227,93.57587689961296,159.45094750471614,159.1757569385475,179.8847864279983,173.77510273895356,134.902599841878,70.61003788257915,Bhujangasana,frame_0009.jpg
95.32075070295545,144.2697868769461,156.35129623868735,155.84014622697964,172.28060579152526,164.5183776541996,103.58452999242161,80.81656505426413,Bhujangasana,frame_0010.jpg
113.06499575916169,160.5190267367516,171.5026337140676,172.3438172630699,156.66732368301012,149.30195174567092,101.70852913238892,83.09426105927798,Bhujangasana,frame_0011.jpg
108.59275979866983,168.55456624888132,152.01054625905888,151.26701345387858,172.0991139950779,162.5394313610063,102.24485266681258,81.4752433356287,Bhujangasana,frame_0012.jpg
114.65177482131416,179.8763505324034,145.05616368953176,141.54505801098222,178.47567566315809,173.3745087090699,109.97340200562269,75.5847153342619,Bhujangasana,frame_0013.jpg
115.80506416392164,163.68868683720612,141.97765639737224,137.36586569143586,178.96404826117754,174.41948947580303,113.31993710234912,73.28137845460311,Bhujangasana,frame_0014.jpg
153.46154409966235,154.74164838379545,94.16903512785768,158.10301586053217,116.49785795927848,134.72497393393945,88.991730288654,87.22845667025967,Padmasana,frame_0000.jpg
148.61264974152647,156.08592216811567,103.85686007117778,138.32068278115213,90.80972748282007,138.21162024122415,86.3881041871226,90.4680466068099,Padmasana,frame_0001.jpg
141.70736213550978,142.1955840264497,134.10982170777712,167.5049644977902,131.2140214509161,165.10549750190532,82.32306898491849,93.96434875847258,Padmasana,frame_0002.jpg
133.16714418820294,110.4598371687249,103.7779762490969,166.13048819668387,124.52861933584788,178.55784988324626,84.2078777535755,93.62963228544287,Padmasana,frame_0003.jpg
152.17902017347635,105.26541960247258,95.97884487763528,176.33159599151838,114.20184516229469,152.9220018616111,85.69528593068253,93.02683545138574,Padmasana,frame_0004.jpg
142.163151632793,113.46635059823312,113.08307555662438,177.39975011654596,124.73771294432278,159.76056515616622,83.61019411880694,94.97265924225293,Padmasana,frame_0005.jpg
138.82276334413845,119.56696374317548,131.99456521659346,160.07333432250027,138.87532124094602,148.7000670867544,84.67425462992604,93.82989217271783,Padmasana,frame_0006.jpg
179.95890179551577,169.3766470927114,122.26273860924613,126.01556147551337,120.83406697758436,149.94329451651356,83.49356644980054,94.2988326791929,Padmasana,frame_0007.jpg
178.2809734735097,171.46855509923827,141.98349248507304,168.6816505264702,131.44676492538304,148.48482188532122,85.94931075751835,93.40190415528602,Padmasana,frame_0008.jpg
179.97382198857514,168.56739926876824,131.03748693744575,135.83606808070894,125.12121966358819,174.56587180373495,84.66813780181162,93.46894545766604,Padmasana,frame_0009.jpg
170.5520159129214,113.38448423103513,153.1382723759254,125.26744733607146,172.70335830048577,128.59543671863358,81.15691334485658,97.44094001035872,Padmasana,frame_0010.jpg
170.34852110801245,108.72932323416855,167.06706738350567,157.92448895772984,168.97639889768766,131.47729225446335,80.23409882043008,97.2955778118964,Padmasana,frame_0011.jpg
168.89235009716396,113.4081627302146,4.561572925724668,18.814711790467346,173.38564968576486,140.0884689269381,79.32017564362567,97.12296085915503,Padmasana,frame_0012.jpg
165.78882494579244,114.38258572624505,62.0640802184836,30.469424542923942,177.67981815535805,135.3664539770446,77.43272925475141,98.5650033502426,Padmasana,frame_0013.jpg
160.3464446747888,113.1571907843892,91.23556855391743,34.73649928722169,174.30799773009866,140.17440902451446,78.28425648335842,98.5523582427829,Padmasana,frame_0014.jpg
129.89534045149387,103.19632214443678,101.49153710213697,116.24829604721855,129.45092454742158,140.31412273377282,80.63254476470148,100.11963636834074,Shavasana,frame_0000.jpg
157.82443497705208,121.15826481983733,105.09046090952849,115.62768813767651,138.44607811067246,141.1695038430031,71.6645667616821,104.25231212733145,Shavasana,frame_0001.jpg
149.91229442603847,135.62665007913515,179.55860776790377,179.63302788118898,176.83525995786073,176.80007801349288,120.7636621548356,70.80517347725669,Shavasana,frame_0002.jpg
166.41414984745754,118.8925336628909,171.77841624121638,177.76487383784868,148.08465925694858,157.60681476311217,54.943312172178956,126.35499444852867,Shavasana,frame_0003.jpg
170.16486433640827,132.749357577416,164.21188752268506,165.54053416371923,173.3883515646369,170.7612949389236,39.670473767619185,138.3218584367832,Shavasana,frame_0004.jpg
177.99925877259528,115.02225315460666,57.91140880666974,100.75811754372411,39.651242883378515,85.36305733197446,36.97031349340496,142.48970795981532,Shavasana,frame_0005.jpg
158.09270988693842,131.31941149776154,125.48235557604139,156.5262637567955,112.61495045072922,143.98936693555873,40.56602635723386,140.26373370142136,Shavasana,frame_0006.jpg
168.22131417128546,132.94415030402257,150.89204742442024,157.41174804305507,144.66013880994956,153.01056996469487,28.613235611634163,144.21995386969695,Shavasana,frame_0007.jpg
175.03809977611226,120.0266366871603,118.83520375468954,140.00551767369922,106.5034576246351,130.6545036253037,33.6760660844143,143.21699400401997,Shavasana,frame_0008.jpg
176.70028997302015,123.22456715505679,145.84847111717605,153.29640781636436,146.18391161706825,153.19147168035346,40.57098759033355,137.1927205325253,Shavasana,frame_0009.jpg
178.89297994312813,126.61667932002264,150.5256764871855,155.5941022636508,159.3704059797758,161.98882296260135,42.92978058482596,134.77763147115195,Shavasana,frame_0010.jpg
168.80956529297973,119.84329279148685,124.14651046606808,139.6475736079391,124.06183387923143,141.3744391815385,40.31126551994959,136.3752553678876,Shavasana,frame_0011.jpg
172.24235001349152,135.85299191990447,160.52831327092977,161.4293786673085,164.86451949947937,173.3362969495004,86.94725259169365,88.23179099763976,Shavasana,frame_0012.jpg
178.35391344650094,120.91236049241442,28.521952918361592,29.404101184833902,14.71107179437917,16.554963437126037,75.68514577488521,112.76459110028073,Shavasana,frame_0013.jpg
130.52383035603643,138.45364928351012,30.335045533234243,28.517735992351458,12.60203259743469,10.29258799547031,95.06811240858484,104.19089134408846,Shavasana,frame_0014.jpg
157.93751186485795,156.4089981908805,176.37182276586472,178.2863153770942,177.3526273935997,175.4895707216488,84.71899919981975,94.79835495976272,Tadasana,frame_0000.jpg
155.14795467052875,157.1206340220653,176.98379297205793,179.42482123028446,175.08311135794528,178.58288772718558,83.83118194911226,93.28457504064029,Tadasana,frame_0001.jpg
155.61348085587196,154.23854180925747,177.16667177130574,178.76081591594962,172.3638566408068,179.08510241934007,85.04760376928316,93.31730475496433,Tadasana,frame_0002.jpg
161.9996263763777,154.11732203772146,177.4926530215533,174.874271346043,176.13630276423322,173.14333955228696,87.43829413595043,93.44037012008299,Tadasana,frame_0003.jpg
160.86423133644763,156.3128918797401,179.00726447572885,174.37150014033037,174.62622660983428,174.66909582578782,85.81974046017883,93.50705705471157,Tadasana,frame_0004.jpg
161.35938443836028,155.14000519068662,176.7144250931734,177.0616720725141,175.847875260303,175.34384969163668,87.28175723733324,92.79924307496447,Tadasana,frame_0005.jpg
163.7520912735499,153.41932320972202,176.85757710518047,177.7201236689481,175.20022478110064,176.44134611195597,89.29156692969597,91.70077150864142,Tadasana,frame_0006.jpg
162.2162589609475,155.1737703292508,178.4627182901169,177.49763784205868,175.97810505077834,176.8568134675465,89.07754457582604,91.84921988698107,Tadasana,frame_0007.jpg
161.91908668939416,157.91964240299754,179.6316011803019,177.70431238924664,176.8188384786995,177.58799653122458,87.5440216932666,92.52079247057407,Tadasana,frame_0008.jpg
164.23574830614984,153.73773909531658,177.65996120594005,177.487539388226,175.41091878721315,176.6717146154512,88.66545601772971,92.01050849511287,Tadasana,frame_0009.jpg
161.22191730619522,156.6889343100452,179.5168368542594,176.9321339486786,176.55621200619018,176.28865652844144,85.26680621072077,93.61297251259876,Tadasana,frame_0010.jpg
159.9009924063342,158.33476787547312,179.74695142861412,176.62907483368153,177.32164673457936,175.63525708795342,85.38358319301133,93.78094610113779,Tadasana,frame_0011.jpg
160.05474444176022,159.1092360454362,179.90662072454373,176.89312677371228,176.8008650726935,177.22179527152667,84.628932476129,93.7772926185324,Tadasana,frame_0012.jpg
159.75714703676246,157.10319206960412,179.1261522934065,176.19159631162222,176.9629878735296,177.25897741209394,84.0574567908229,93.96510273278072,Tadasana,frame_0013.jpg
158.79588204172805,156.61671162409576,178.78228308511012,176.49094743102754,176.63419136193633,177.43400520237302,84.87889786717145,93.55000973464696,Tadasana,frame_0014.jpg
170.95668513668866,169.85286010356188,179.66346512744502,168.91106423666756,171.41846706981755,161.56521526448353,85.30057146447484,96.42934172968509,Trikonasana,frame_0000.jpg
167.28642787889416,171.75489383094023,178.47996547998414,172.34953381600315,164.4911003911038,167.45247594577026,85.2653113412207,95.72515552562326,Trikonasana,frame_0001.jpg
173.3273414361296,174.14771539499495,176.66951530343135,174.53030535803225,161.21648077351097,169.4573211138891,87.14913980304652,93.00200137982534,Trikonasana,frame_0002.jpg
176.57732767934473,172.0976945572829,172.61421792164887,175.2639697410087,157.840106607861,157.51733015438523,89.72277493323762,90.28302795205727,Trikonasana,frame_0003.jpg
164.80814392971251,179.08542855554978,175.0417083764273,168.69273410987358,156.91120644173498,148.282923666111,86.87448881321644,96.06784677683675,Trikonasana,frame_0004.jpg
163.38710886134055,178.1047714099233,169.4038022235964,177.63038660939483,156.4591684123141,144.02654500603407,90.00024589654102,97.09719627021182,Trikonasana,frame_0005.jpg
149.22635911969437,170.53012855448952,171.32807493507988,177.1170894745417,172.10589969623447,122.41954591941752,96.64704037199688,99.80160739634256,Trikonasana,frame_0006.jpg
163.7487630225922,171.31266150326388,175.7118169647614,174.1302153277303,158.54763198663292,98.58306259025247,79.8289531323161,125.9153307676996,Trikonasana,frame_0007.jpg
158.20674176595222,140.01596748948157,178.92365494682826,177.06172620745104,162.40862224820265,97.76967438897775,83.29928097299307,125.4583746278381,Trikonasana,frame_0008.jpg
155.14493545603267,172.5697504893971,179.30684657834678,178.90335350532305,154.2906301838271,110.32172310511585,14.388925148675442,143.75173073349217,Trikonasana,frame_0009.jpg
171.42758158460865,165.31057629590183,170.87158677968935,178.54423505493563,149.76028558114567,113.90517231944877,31.58852419742484,157.76189077254307,Trikonasana,frame_0010.jpg
158.54048768819862,170.72294614549838,177.81860447610237,174.38902493555426,145.32186342745342,117.50712110336539,40.681706171389116,167.82759207439574,Trikonasana,frame_0011.jpg
176.91053101291223,178.34800852434626,176.312143395186,175.42392389613684,145.0996032162637,108.3368417547141,47.32349999107363,162.19201638564053,Trikonasana,frame_0012.jpg
161.37757085408214,159.7859226459421,179.57103928205865,178.1397732981204,152.2905964047351,97.28665501476816,65.49421876931514,140.7799232839116,Trikonasana,frame_0013.jpg
170.21680891661518,160.45210419520873,175.37975745390094,167.82091083871777,160.28026069297488,71.6325871958194,86.49070470763775,126.12123756779033,Trikonasana,frame_0014.jpg
169.86958328828638,170.9245860597404,177.85909724990253,175.05163471056164,176.4145958445214,172.61960218603272,82.71746623266638,96.69429169092909,Vrikshasana,frame_0000.jpg
167.35069240422305,169.4212069381611,177.42598013182726,175.09518450812652,176.9126747437408,171.5281767992238,82.6717101936744,96.723442283059,Vrikshasana,frame_0001.jpg
157.76440443998078,151.97011251500606,177.15049794204,172.4278318693465,176.0765368389559,172.34724255175996,81.49782158486235,97.26987851657611,Vrikshasana,frame_0002.jpg
168.34132927606578,160.86178097440103,178.46101969238944,173.76498041712452,176.16691910150402,173.5506283010937,82.20342552624781,96.91013960523867,Vrikshasana,frame_0003.jpg
161.4283721400731,153.85689036310904,177.26435114848238,175.33880381353316,177.0454148256697,171.99012665541488,82.2626007975104,97.08644092299225,Vrikshasana,frame_0004.jpg
59.301368684375134,53.3909824761517,116.59617895378327,157.85127815763772,151.16309569652802,178.75736921279787,76.67752692810798,97.63747893139968,Vrikshasana,frame_0005.jpg
